AREA,Latency,FU,REG,MUX,DEC,Pin_Pair,Net,MISC,CP_delay,BlockMemoryBit,DSP,Fu_ratio,attributes
595,17,168,167,362,11,1864,673,54,15.02,24,4,-50,ARRAY_1~array=EXPAND+array_index=const;ARRAY_2~array=RAM;ARRAY_3~array=EXPAND+array_index=const;ARRAY_4~array=EXPAND+array_index=const;LOOP_1~folding=1;LOOP_2~folding=0;LOOP_3~unroll_times=all;LOOP_4~unroll_times=0;LOOP_5~unroll_times=all
367,11,109,122,233,4,1089,403,21,12.005,0,0,-50,ARRAY_1~array=EXPAND+array_index=const;ARRAY_2~array=EXPAND+array_index=const;ARRAY_3~array=EXPAND+array_index=const;ARRAY_4~array=REG;LOOP_1~unroll_times=0;LOOP_2~unroll_times=0;LOOP_3~unroll_times=0;LOOP_4~unroll_times=all;LOOP_5~unroll_times=all
904,34,83,164,758,9,3628,864,54,21.758,51,1,-50,ARRAY_1~array=EXPAND+array_index=const;ARRAY_2~array=RAM;ARRAY_3~array=REG;ARRAY_4~array=RAM;LOOP_1~folding=0;LOOP_2~unroll_times=0;LOOP_3~unroll_times=0;LOOP_4~unroll_times=0;LOOP_5~unroll_times=0
614,49,163,110,372,11,2056,567,68,19.7,123,1,0,ARRAY_1~array=RAM;ARRAY_2~array=RAM;ARRAY_3~array=EXPAND+array_index=const;ARRAY_4~array=RAM;LOOP_1~folding=0;LOOP_2~unroll_times=0;LOOP_3~unroll_times=0;LOOP_4~unroll_times=0;LOOP_5~unroll_times=0
272,27,101,87,135,15,849,316,21,16.735,96,0,0,ARRAY_1~array=RAM;ARRAY_2~array=REG;ARRAY_3~array=EXPAND+array_index=const;ARRAY_4~array=RAM;LOOP_1~folding=0;LOOP_2~unroll_times=0;LOOP_3~unroll_times=0;LOOP_4~unroll_times=all;LOOP_5~unroll_times=all
272,27,101,87,135,15,849,316,21,16.735,96,0,0,ARRAY_1~array=RAM;ARRAY_2~array=REG;ARRAY_3~array=EXPAND+array_index=const;ARRAY_4~array=RAM;LOOP_1~folding=0;LOOP_2~unroll_times=0;LOOP_3~folding=0;LOOP_4~unroll_times=all;LOOP_5~unroll_times=all
298,23,94,86,165,16,979,371,23,16.735,72,0,0,ARRAY_1~array=RAM;ARRAY_2~array=EXPAND+array_index=const;ARRAY_3~array=EXPAND+array_index=const;ARRAY_4~array=RAM;LOOP_1~folding=0;LOOP_2~unroll_times=all;LOOP_3~folding=0;LOOP_4~unroll_times=all;LOOP_5~unroll_times=all
299,28,101,89,143,15,919,334,40,16.735,96,0,-50,ARRAY_1~array=RAM;ARRAY_2~array=RAM;ARRAY_3~array=EXPAND+array_index=const;ARRAY_4~array=RAM;LOOP_1~unroll_times=0;LOOP_2~unroll_times=0;LOOP_3~folding=1;LOOP_4~unroll_times=all;LOOP_5~unroll_times=all
728,23,129,179,527,10,2561,738,62,15.07,0,3,-50,ARRAY_1~array=EXPAND+array_index=const;ARRAY_2~array=REG;ARRAY_3~array=EXPAND+array_index=const;ARRAY_4~array=REG;LOOP_1~folding=0;LOOP_2~folding=0;LOOP_3~folding=1;LOOP_4~unroll_times=all;LOOP_5~folding=1
241,5,84,67,143,4,825,330,10,15.305,72,0,-50,ARRAY_1~array=REG;ARRAY_2~array=EXPAND+array_index=const;ARRAY_3~array=REG;ARRAY_4~array=REG;LOOP_1~unroll_times=0;LOOP_2~unroll_times=all;LOOP_3~unroll_times=all;LOOP_4~unroll_times=all;LOOP_5~unroll_times=all
749,29,129,157,556,13,2777,817,51,14.698,57,3,-50,ARRAY_1~array=EXPAND+array_index=const;ARRAY_2~array=RAM;ARRAY_3~array=RAM;ARRAY_4~array=RAM;LOOP_1~unroll_times=0;LOOP_2~unroll_times=all;LOOP_3~folding=1;LOOP_4~unroll_times=all;LOOP_5~folding=0
467,28,138,180,243,20,1505,500,66,14.8707,54,2,-50,ARRAY_1~array=REG;ARRAY_2~array=EXPAND+array_index=const;ARRAY_3~array=RAM;ARRAY_4~array=RAM;LOOP_1~folding=1;LOOP_2~folding=0;LOOP_3~folding=1;LOOP_4~unroll_times=0;LOOP_5~unroll_times=0
667,34,151,103,374,14,2213,679,128,20.99,96,1,-50,ARRAY_1~array=RAM;ARRAY_2~array=RAM;ARRAY_3~array=REG;ARRAY_4~array=EXPAND+array_index=const;LOOP_1~folding=0;LOOP_2~unroll_times=0;LOOP_3~unroll_times=all;LOOP_4~unroll_times=all;LOOP_5~folding=1
517,22,208,99,271,9,1625,599,29,13.028,141,3,0,ARRAY_1~array=REG;ARRAY_2~array=REG;ARRAY_3~array=EXPAND+array_index=const;ARRAY_4~array=RAM;LOOP_1~folding=0;LOOP_2~unroll_times=0;LOOP_3~folding=0;LOOP_4~unroll_times=0;LOOP_5~unroll_times=all
549,10,165,175,341,5,1737,588,38,15.72,0,4,-50,ARRAY_1~array=EXPAND+array_index=const;ARRAY_2~array=EXPAND+array_index=const;ARRAY_3~array=REG;ARRAY_4~array=EXPAND+array_index=const;LOOP_1~unroll_times=0;LOOP_2~unroll_times=all;LOOP_3~unroll_times=all;LOOP_4~unroll_times=0;LOOP_5~unroll_times=all
549,10,165,175,341,5,1737,588,38,15.72,0,4,-50,ARRAY_1~array=EXPAND+array_index=const;ARRAY_2~array=EXPAND+array_index=const;ARRAY_3~array=REG;ARRAY_4~array=EXPAND+array_index=const;LOOP_1~folding=0;LOOP_2~unroll_times=all;LOOP_3~unroll_times=all;LOOP_4~folding=0;LOOP_5~unroll_times=all
565,31,173,92,329,8,1745,585,55,14.128,147,1,-50,ARRAY_1~array=REG;ARRAY_2~array=REG;ARRAY_3~array=EXPAND+array_index=const;ARRAY_4~array=RAM;LOOP_1~folding=0;LOOP_2~folding=0;LOOP_3~unroll_times=0;LOOP_4~unroll_times=0;LOOP_5~unroll_times=0
361,31,138,90,183,8,1136,415,32,14.128,174,2,-50,ARRAY_1~array=REG;ARRAY_2~array=REG;ARRAY_3~array=RAM;ARRAY_4~array=RAM;LOOP_1~folding=0;LOOP_2~unroll_times=0;LOOP_3~unroll_times=0;LOOP_4~unroll_times=0;LOOP_5~unroll_times=0
646,32,142,118,367,12,2156,663,125,20.99,72,1,-50,ARRAY_1~array=RAM;ARRAY_2~array=EXPAND+array_index=const;ARRAY_3~array=REG;ARRAY_4~array=EXPAND+array_index=const;LOOP_1~unroll_times=all;LOOP_2~unroll_times=0;LOOP_3~unroll_times=0;LOOP_4~unroll_times=all;LOOP_5~folding=1
826,17,126,173,663,7,2863,794,30,18.4964,0,3,-50,ARRAY_1~array=EXPAND+array_index=const;ARRAY_2~array=EXPAND+array_index=const;ARRAY_3~array=REG;ARRAY_4~array=EXPAND+array_index=const;LOOP_1~unroll_times=all;LOOP_2~folding=0;LOOP_3~unroll_times=0;LOOP_4~unroll_times=all;LOOP_5~folding=0
611,20,161,129,328,9,1939,587,113,18.98,72,1,0,ARRAY_1~array=RAM;ARRAY_2~array=EXPAND+array_index=const;ARRAY_3~array=EXPAND+array_index=const;ARRAY_4~array=REG;LOOP_1~folding=0;LOOP_2~unroll_times=all;LOOP_3~unroll_times=0;LOOP_4~folding=1;LOOP_5~folding=1
627,38,157,116,406,14,2311,628,50,18.28,108,2,-50,ARRAY_1~array=RAM;ARRAY_2~array=REG;ARRAY_3~array=RAM;ARRAY_4~array=EXPAND+array_index=const;LOOP_1~unroll_times=0;LOOP_2~folding=0;LOOP_3~folding=1;LOOP_4~folding=0;LOOP_5~unroll_times=all
269,11,95,91,127,9,828,343,38,13.9476,120,0,-50,ARRAY_1~array=REG;ARRAY_2~array=RAM;ARRAY_3~array=EXPAND+array_index=const;ARRAY_4~array=EXPAND+array_index=const;LOOP_1~folding=1;LOOP_2~folding=0;LOOP_3~unroll_times=all;LOOP_4~unroll_times=all;LOOP_5~unroll_times=all
546,12,198,176,312,6,1711,602,30,15.1,0,5,0,ARRAY_1~array=EXPAND+array_index=const;ARRAY_2~array=EXPAND+array_index=const;ARRAY_3~array=EXPAND+array_index=const;ARRAY_4~array=EXPAND+array_index=const;LOOP_1~unroll_times=all;LOOP_2~folding=1;LOOP_3~folding=0;LOOP_4~folding=1;LOOP_5~unroll_times=all
580,16,170,88,327,11,1821,625,72,14.628,147,1,-50,ARRAY_1~array=REG;ARRAY_2~array=RAM;ARRAY_3~array=EXPAND+array_index=const;ARRAY_4~array=RAM;LOOP_1~unroll_times=0;LOOP_2~unroll_times=all;LOOP_3~unroll_times=all;LOOP_4~folding=0;LOOP_5~folding=1
298,26,99,90,141,18,933,361,40,16.735,96,0,-50,ARRAY_1~array=RAM;ARRAY_2~array=RAM;ARRAY_3~array=EXPAND+array_index=const;ARRAY_4~array=REG;LOOP_1~unroll_times=0;LOOP_2~unroll_times=all;LOOP_3~folding=1;LOOP_4~unroll_times=all;LOOP_5~unroll_times=all
379,16,105,106,244,7,1149,429,23,12.9,24,0,-50,ARRAY_1~array=EXPAND+array_index=const;ARRAY_2~array=RAM;ARRAY_3~array=REG;ARRAY_4~array=RAM;LOOP_1~unroll_times=0;LOOP_2~unroll_times=0;LOOP_3~unroll_times=0;LOOP_4~unroll_times=all;LOOP_5~unroll_times=all
412,30,159,176,187,23,1318,466,43,13.028,33,3,0,ARRAY_1~array=REG;ARRAY_2~array=EXPAND+array_index=const;ARRAY_3~array=RAM;ARRAY_4~array=RAM;LOOP_1~folding=0;LOOP_2~folding=0;LOOP_3~folding=1;LOOP_4~unroll_times=all;LOOP_5~unroll_times=0
395,39,181,83,152,14,1105,404,48,15.9,117,3,0,ARRAY_1~array=RAM;ARRAY_2~array=RAM;ARRAY_3~array=RAM;ARRAY_4~array=REG;LOOP_1~unroll_times=0;LOOP_2~folding=0;LOOP_3~folding=1;LOOP_4~unroll_times=all;LOOP_5~folding=0
360,29,138,106,183,8,1116,382,31,14.128,150,2,-50,ARRAY_1~array=REG;ARRAY_2~array=EXPAND+array_index=const;ARRAY_3~array=RAM;ARRAY_4~array=RAM;LOOP_1~folding=0;LOOP_2~folding=0;LOOP_3~unroll_times=all;LOOP_4~folding=0;LOOP_5~folding=0
361,35,196,105,127,9,960,347,29,15.9,126,2,0,ARRAY_1~array=RAM;ARRAY_2~array=EXPAND+array_index=const;ARRAY_3~array=RAM;ARRAY_4~array=RAM;LOOP_1~unroll_times=0;LOOP_2~folding=0;LOOP_3~unroll_times=all;LOOP_4~folding=0;LOOP_5~unroll_times=0
624,44,163,122,378,10,2082,551,73,19.7,99,1,-50,ARRAY_1~array=RAM;ARRAY_2~array=EXPAND+array_index=const;ARRAY_3~array=EXPAND+array_index=const;ARRAY_4~array=RAM;LOOP_1~folding=0;LOOP_2~folding=0;LOOP_3~unroll_times=all;LOOP_4~folding=0;LOOP_5~unroll_times=0
386,29,115,114,228,8,1349,454,35,18.188,123,2,-50,ARRAY_1~array=REG;ARRAY_2~array=EXPAND+array_index=const;ARRAY_3~array=REG;ARRAY_4~array=RAM;LOOP_1~folding=0;LOOP_2~folding=0;LOOP_3~unroll_times=all;LOOP_4~folding=0;LOOP_5~unroll_times=0
453,18,139,99,261,9,1621,594,44,18.898,117,4,0,ARRAY_1~array=REG;ARRAY_2~array=RAM;ARRAY_3~array=REG;ARRAY_4~array=RAM;LOOP_1~unroll_times=all;LOOP_2~folding=0;LOOP_3~folding=1;LOOP_4~unroll_times=0;LOOP_5~unroll_times=all
365,35,196,109,131,9,957,347,29,15.9,99,2,0,ARRAY_1~array=RAM;ARRAY_2~array=EXPAND+array_index=const;ARRAY_3~array=REG;ARRAY_4~array=RAM;LOOP_1~folding=0;LOOP_2~folding=0;LOOP_3~unroll_times=all;LOOP_4~folding=0;LOOP_5~unroll_times=0
361,35,196,105,127,9,960,347,29,15.9,126,2,0,ARRAY_1~array=RAM;ARRAY_2~array=EXPAND+array_index=const;ARRAY_3~array=RAM;ARRAY_4~array=RAM;LOOP_1~folding=0;LOOP_2~folding=0;LOOP_3~unroll_times=all;LOOP_4~folding=0;LOOP_5~unroll_times=0
599,36,172,103,310,8,1933,573,109,20.68,123,1,0,ARRAY_1~array=RAM;ARRAY_2~array=REG;ARRAY_3~array=EXPAND+array_index=const;ARRAY_4~array=RAM;LOOP_1~folding=0;LOOP_2~folding=0;LOOP_3~unroll_times=0;LOOP_4~unroll_times=0;LOOP_5~folding=1
272,27,101,87,135,15,849,316,21,16.735,96,0,0,ARRAY_1~array=RAM;ARRAY_2~array=REG;ARRAY_3~array=EXPAND+array_index=const;ARRAY_4~array=RAM;LOOP_1~folding=0;LOOP_2~folding=0;LOOP_3~folding=0;LOOP_4~unroll_times=all;LOOP_5~unroll_times=all
266,17,98,79,121,11,784,345,36,10.95,120,0,-50,ARRAY_1~array=REG;ARRAY_2~array=RAM;ARRAY_3~array=EXPAND+array_index=const;ARRAY_4~array=RAM;LOOP_1~unroll_times=0;LOOP_2~unroll_times=all;LOOP_3~folding=1;LOOP_4~unroll_times=all;LOOP_5~unroll_times=all
395,15,109,101,239,7,1164,438,40,10.06,24,0,-50,ARRAY_1~array=EXPAND+array_index=const;ARRAY_2~array=RAM;ARRAY_3~array=EXPAND+array_index=const;ARRAY_4~array=RAM;LOOP_1~folding=0;LOOP_2~unroll_times=0;LOOP_3~folding=1;LOOP_4~unroll_times=all;LOOP_5~unroll_times=all
495,16,195,160,268,10,1635,587,22,14.128,57,5,0,ARRAY_1~array=EXPAND+array_index=const;ARRAY_2~array=RAM;ARRAY_3~array=RAM;ARRAY_4~array=RAM;LOOP_1~unroll_times=all;LOOP_2~folding=0;LOOP_3~unroll_times=all;LOOP_4~folding=0;LOOP_5~unroll_times=all
325,29,171,106,119,8,890,346,27,13.028,150,2,0,ARRAY_1~array=REG;ARRAY_2~array=EXPAND+array_index=const;ARRAY_3~array=RAM;ARRAY_4~array=RAM;LOOP_1~folding=0;LOOP_2~folding=0;LOOP_3~unroll_times=all;LOOP_4~folding=0;LOOP_5~unroll_times=0
249,14,95,87,126,9,812,331,19,13.9476,120,0,-50,ARRAY_1~array=REG;ARRAY_2~array=RAM;ARRAY_3~array=EXPAND+array_index=const;ARRAY_4~array=EXPAND+array_index=const;LOOP_1~unroll_times=0;LOOP_2~unroll_times=0;LOOP_3~unroll_times=all;LOOP_4~unroll_times=all;LOOP_5~unroll_times=all
281,9,61,132,204,8,973,337,8,13.09,24,0,-50,ARRAY_1~array=EXPAND+array_index=const;ARRAY_2~array=RAM;ARRAY_3~array=EXPAND+array_index=const;ARRAY_4~array=EXPAND+array_index=const;LOOP_1~unroll_times=0;LOOP_2~unroll_times=all;LOOP_3~unroll_times=all;LOOP_4~unroll_times=all;LOOP_5~unroll_times=all
747,23,232,80,459,10,2245,759,46,14.128,120,0,0,ARRAY_1~array=REG;ARRAY_2~array=REG;ARRAY_3~array=EXPAND+array_index=const;ARRAY_4~array=EXPAND+array_index=const;LOOP_1~folding=0;LOOP_2~folding=0;LOOP_3~folding=1;LOOP_4~unroll_times=all;LOOP_5~unroll_times=0
672,23,207,116,402,10,2158,726,53,17.68,120,2,-50,ARRAY_1~array=REG;ARRAY_2~array=REG;ARRAY_3~array=EXPAND+array_index=const;ARRAY_4~array=EXPAND+array_index=const;LOOP_1~folding=0;LOOP_2~folding=0;LOOP_3~folding=1;LOOP_4~unroll_times=0;LOOP_5~unroll_times=all
240,12,107,61,94,9,707,325,30,16.06,96,0,-50,ARRAY_1~array=RAM;ARRAY_2~array=RAM;ARRAY_3~array=EXPAND+array_index=const;ARRAY_4~array=RAM;LOOP_1~unroll_times=all;LOOP_2~unroll_times=all;LOOP_3~folding=1;LOOP_4~unroll_times=all;LOOP_5~unroll_times=all
491,13,235,87,179,7,1436,574,70,14.698,117,4,-50,ARRAY_1~array=REG;ARRAY_2~array=RAM;ARRAY_3~array=EXPAND+array_index=const;ARRAY_4~array=RAM;LOOP_1~unroll_times=all;LOOP_2~unroll_times=all;LOOP_3~folding=1;LOOP_4~folding=1;LOOP_5~unroll_times=all
627,44,163,122,381,10,2093,555,73,19.7,99,1,0,ARRAY_1~array=RAM;ARRAY_2~array=REG;ARRAY_3~array=EXPAND+array_index=const;ARRAY_4~array=RAM;LOOP_1~folding=0;LOOP_2~folding=0;LOOP_3~unroll_times=all;LOOP_4~folding=0;LOOP_5~unroll_times=0
627,44,163,122,381,10,2093,555,73,19.7,99,1,0,ARRAY_1~array=RAM;ARRAY_2~array=EXPAND+array_index=const;ARRAY_3~array=EXPAND+array_index=const;ARRAY_4~array=RAM;LOOP_1~folding=0;LOOP_2~folding=0;LOOP_3~unroll_times=all;LOOP_4~folding=0;LOOP_5~unroll_times=0
389,31,115,98,227,10,1349,472,37,18.188,147,2,-50,ARRAY_1~array=REG;ARRAY_2~array=RAM;ARRAY_3~array=REG;ARRAY_4~array=RAM;LOOP_1~folding=0;LOOP_2~folding=0;LOOP_3~unroll_times=all;LOOP_4~folding=0;LOOP_5~unroll_times=0
335,35,177,104,122,11,897,350,25,13.028,126,2,0,ARRAY_1~array=RAM;ARRAY_2~array=EXPAND+array_index=const;ARRAY_3~array=RAM;ARRAY_4~array=RAM;LOOP_1~unroll_times=all;LOOP_2~unroll_times=0;LOOP_3~unroll_times=all;LOOP_4~folding=0;LOOP_5~unroll_times=0
679,29,146,113,365,15,2234,698,153,19.08,108,2,-50,ARRAY_1~array=RAM;ARRAY_2~array=RAM;ARRAY_3~array=EXPAND+array_index=const;ARRAY_4~array=RAM;LOOP_1~unroll_times=all;LOOP_2~unroll_times=all;LOOP_3~folding=1;LOOP_4~unroll_times=all;LOOP_5~folding=1
754,25,199,88,501,10,2297,734,44,14.128,120,0,-50,ARRAY_1~array=REG;ARRAY_2~array=RAM;ARRAY_3~array=EXPAND+array_index=const;ARRAY_4~array=EXPAND+array_index=const;LOOP_1~unroll_times=0;LOOP_2~unroll_times=0;LOOP_3~unroll_times=0;LOOP_4~unroll_times=all;LOOP_5~unroll_times=0
287,8,109,120,167,5,792,322,6,10.06,0,0,-50,ARRAY_1~array=EXPAND+array_index=const;ARRAY_2~array=REG;ARRAY_3~array=EXPAND+array_index=const;ARRAY_4~array=RAM;LOOP_1~unroll_times=0;LOOP_2~unroll_times=all;LOOP_3~folding=1;LOOP_4~unroll_times=all;LOOP_5~unroll_times=all
788,20,199,84,512,12,2368,755,65,14.128,120,0,-50,ARRAY_1~array=REG;ARRAY_2~array=RAM;ARRAY_3~array=EXPAND+array_index=const;ARRAY_4~array=EXPAND+array_index=const;LOOP_1~folding=1;LOOP_2~folding=0;LOOP_3~unroll_times=all;LOOP_4~unroll_times=all;LOOP_5~folding=0
669,35,155,95,359,12,2179,654,143,19.65,108,2,0,ARRAY_1~array=RAM;ARRAY_2~array=REG;ARRAY_3~array=EXPAND+array_index=const;ARRAY_4~array=RAM;LOOP_1~folding=0;LOOP_2~folding=0;LOOP_3~folding=0;LOOP_4~unroll_times=all;LOOP_5~folding=1
294,7,109,120,175,4,816,327,6,12.005,0,0,-50,ARRAY_1~array=EXPAND+array_index=const;ARRAY_2~array=EXPAND+array_index=const;ARRAY_3~array=EXPAND+array_index=const;ARRAY_4~array=EXPAND+array_index=const;LOOP_1~unroll_times=0;LOOP_2~unroll_times=all;LOOP_3~unroll_times=0;LOOP_4~unroll_times=all;LOOP_5~unroll_times=all
315,19,106,95,137,15,951,371,57,16.735,96,0,0,ARRAY_1~array=RAM;ARRAY_2~array=RAM;ARRAY_3~array=EXPAND+array_index=const;ARRAY_4~array=EXPAND+array_index=const;LOOP_1~folding=0;LOOP_2~folding=1;LOOP_3~folding=1;LOOP_4~unroll_times=all;LOOP_5~unroll_times=all
261,14,111,78,120,9,790,341,21,12.052,96,0,0,ARRAY_1~array=REG;ARRAY_2~array=EXPAND+array_index=const;ARRAY_3~array=EXPAND+array_index=const;ARRAY_4~array=RAM;LOOP_1~folding=0;LOOP_2~unroll_times=all;LOOP_3~folding=0;LOOP_4~unroll_times=all;LOOP_5~unroll_times=all
240,21,103,95,107,11,731,277,19,16.65,96,0,-50,ARRAY_1~array=RAM;ARRAY_2~array=RAM;ARRAY_3~array=EXPAND+array_index=const;ARRAY_4~array=RAM;LOOP_1~folding=0;LOOP_2~unroll_times=0;LOOP_3~unroll_times=all;LOOP_4~unroll_times=all;LOOP_5~unroll_times=all
281,9,61,132,204,8,973,337,8,13.09,24,0,0,ARRAY_1~array=EXPAND+array_index=const;ARRAY_2~array=RAM;ARRAY_3~array=RAM;ARRAY_4~array=REG;LOOP_1~unroll_times=0;LOOP_2~unroll_times=all;LOOP_3~unroll_times=all;LOOP_4~unroll_times=all;LOOP_5~unroll_times=all
240,21,103,95,107,11,731,277,19,16.65,96,0,-50,ARRAY_1~array=RAM;ARRAY_2~array=RAM;ARRAY_3~array=EXPAND+array_index=const;ARRAY_4~array=RAM;LOOP_1~unroll_times=0;LOOP_2~unroll_times=0;LOOP_3~unroll_times=all;LOOP_4~unroll_times=all;LOOP_5~unroll_times=all
365,20,201,113,128,9,1023,419,27,13.028,129,4,-50,ARRAY_1~array=REG;ARRAY_2~array=EXPAND+array_index=const;ARRAY_3~array=RAM;ARRAY_4~array=RAM;LOOP_1~folding=0;LOOP_2~folding=0;LOOP_3~unroll_times=all;LOOP_4~unroll_times=0;LOOP_5~unroll_times=all
568,31,173,92,329,10,1741,578,56,14.128,147,1,0,ARRAY_1~array=REG;ARRAY_2~array=RAM;ARRAY_3~array=EXPAND+array_index=const;ARRAY_4~array=RAM;LOOP_1~folding=0;LOOP_2~folding=0;LOOP_3~unroll_times=all;LOOP_4~folding=0;LOOP_5~unroll_times=0
396,36,163,105,189,8,1182,392,36,17,126,2,-50,ARRAY_1~array=RAM;ARRAY_2~array=EXPAND+array_index=const;ARRAY_3~array=RAM;ARRAY_4~array=RAM;LOOP_1~unroll_times=0;LOOP_2~folding=0;LOOP_3~folding=1;LOOP_4~unroll_times=0;LOOP_5~unroll_times=0
364,31,126,88,193,12,1235,417,33,14.518,153,3,-50,ARRAY_1~array=REG;ARRAY_2~array=REG;ARRAY_3~array=RAM;ARRAY_4~array=RAM;LOOP_1~folding=0;LOOP_2~unroll_times=0;LOOP_3~folding=0;LOOP_4~unroll_times=all;LOOP_5~unroll_times=0
424,28,158,87,206,11,1240,438,49,14.128,123,2,-50,ARRAY_1~array=RAM;ARRAY_2~array=RAM;ARRAY_3~array=REG;ARRAY_4~array=RAM;LOOP_1~folding=0;LOOP_2~folding=1;LOOP_3~unroll_times=all;LOOP_4~folding=0;LOOP_5~unroll_times=0
379,16,105,106,244,7,1149,429,23,12.9,24,0,-50,ARRAY_1~array=EXPAND+array_index=const;ARRAY_2~array=RAM;ARRAY_3~array=RAM;ARRAY_4~array=RAM;LOOP_1~unroll_times=0;LOOP_2~unroll_times=0;LOOP_3~folding=0;LOOP_4~unroll_times=all;LOOP_5~unroll_times=all
362,22,132,103,193,5,1071,360,32,14.628,96,2,-50,ARRAY_1~array=REG;ARRAY_2~array=EXPAND+array_index=const;ARRAY_3~array=REG;ARRAY_4~array=REG;LOOP_1~folding=0;LOOP_2~folding=0;LOOP_3~unroll_times=0;LOOP_4~folding=0;LOOP_5~folding=0
361,13,64,134,264,8,1262,418,25,13.09,24,0,-50,ARRAY_1~array=EXPAND+array_index=const;ARRAY_2~array=RAM;ARRAY_3~array=EXPAND+array_index=const;ARRAY_4~array=RAM;LOOP_1~folding=0;LOOP_2~unroll_times=0;LOOP_3~unroll_times=all;LOOP_4~unroll_times=all;LOOP_5~unroll_times=all
370,37,171,93,153,15,1026,393,31,13.028,96,3,0,ARRAY_1~array=RAM;ARRAY_2~array=RAM;ARRAY_3~array=REG;ARRAY_4~array=REG;LOOP_1~unroll_times=0;LOOP_2~folding=0;LOOP_3~unroll_times=all;LOOP_4~unroll_times=all;LOOP_5~folding=0
804,30,73,155,663,12,3154,781,56,18.408,36,2,0,ARRAY_1~array=EXPAND+array_index=const;ARRAY_2~array=RAM;ARRAY_3~array=EXPAND+array_index=const;ARRAY_4~array=RAM;LOOP_1~folding=0;LOOP_2~unroll_times=0;LOOP_3~folding=1;LOOP_4~unroll_times=all;LOOP_5~unroll_times=0
374,40,144,92,186,12,1157,421,32,14.128,150,2,-50,ARRAY_1~array=RAM;ARRAY_2~array=RAM;ARRAY_3~array=RAM;ARRAY_4~array=RAM;LOOP_1~unroll_times=all;LOOP_2~unroll_times=0;LOOP_3~folding=0;LOOP_4~unroll_times=0;LOOP_5~folding=0
629,15,319,83,256,8,1654,750,46,14.128,96,4,0,ARRAY_1~array=REG;ARRAY_2~array=RAM;ARRAY_3~array=REG;ARRAY_4~array=EXPAND+array_index=const;LOOP_1~unroll_times=all;LOOP_2~folding=0;LOOP_3~folding=1;LOOP_4~unroll_times=0;LOOP_5~unroll_times=all
503,28,115,190,298,20,1769,575,70,18.188,27,1,-50,ARRAY_1~array=REG;ARRAY_2~array=EXPAND+array_index=const;ARRAY_3~array=REG;ARRAY_4~array=RAM;LOOP_1~folding=1;LOOP_2~folding=0;LOOP_3~folding=1;LOOP_4~unroll_times=0;LOOP_5~unroll_times=0
605,16,325,83,237,9,1544,660,34,14.128,120,4,-50,ARRAY_1~array=REG;ARRAY_2~array=RAM;ARRAY_3~array=REG;ARRAY_4~array=EXPAND+array_index=const;LOOP_1~unroll_times=0;LOOP_2~folding=0;LOOP_3~unroll_times=all;LOOP_4~folding=1;LOOP_5~unroll_times=all
558,14,145,177,373,5,1976,608,35,18.028,21,3,0,ARRAY_1~array=EXPAND+array_index=const;ARRAY_2~array=EXPAND+array_index=const;ARRAY_3~array=REG;ARRAY_4~array=RAM;LOOP_1~folding=0;LOOP_2~folding=0;LOOP_3~unroll_times=all;LOOP_4~folding=0;LOOP_5~unroll_times=all
361,31,138,90,183,8,1136,415,32,14.128,174,2,-50,ARRAY_1~array=REG;ARRAY_2~array=REG;ARRAY_3~array=RAM;ARRAY_4~array=RAM;LOOP_1~folding=0;LOOP_2~unroll_times=0;LOOP_3~unroll_times=0;LOOP_4~unroll_times=0;LOOP_5~folding=0
240,21,103,95,107,11,731,277,19,16.65,96,0,0,ARRAY_1~array=RAM;ARRAY_2~array=RAM;ARRAY_3~array=EXPAND+array_index=const;ARRAY_4~array=EXPAND+array_index=const;LOOP_1~unroll_times=0;LOOP_2~folding=0;LOOP_3~unroll_times=all;LOOP_4~unroll_times=all;LOOP_5~unroll_times=all
249,14,95,87,126,9,812,331,19,13.9476,120,0,-50,ARRAY_1~array=REG;ARRAY_2~array=RAM;ARRAY_3~array=EXPAND+array_index=const;ARRAY_4~array=RAM;LOOP_1~folding=0;LOOP_2~unroll_times=0;LOOP_3~unroll_times=all;LOOP_4~unroll_times=all;LOOP_5~unroll_times=all
375,38,181,81,149,14,1108,415,31,15.9,129,3,0,ARRAY_1~array=RAM;ARRAY_2~array=REG;ARRAY_3~array=RAM;ARRAY_4~array=RAM;LOOP_1~folding=0;LOOP_2~unroll_times=0;LOOP_3~folding=1;LOOP_4~unroll_times=all;LOOP_5~folding=0
659,43,153,91,428,15,2173,635,63,19.19,108,2,0,ARRAY_1~array=RAM;ARRAY_2~array=REG;ARRAY_3~array=EXPAND+array_index=const;ARRAY_4~array=RAM;LOOP_1~folding=0;LOOP_2~unroll_times=0;LOOP_3~folding=0;LOOP_4~unroll_times=all;LOOP_5~unroll_times=0
825,25,201,84,539,9,2480,800,76,14.628,120,0,-50,ARRAY_1~array=REG;ARRAY_2~array=RAM;ARRAY_3~array=EXPAND+array_index=const;ARRAY_4~array=EXPAND+array_index=const;LOOP_1~folding=1;LOOP_2~folding=0;LOOP_3~unroll_times=0;LOOP_4~unroll_times=0;LOOP_5~unroll_times=0
